가중치가 적용된 열전도도 표준편차,가중치가 적용된 제1이온화 에너지 표준편차,전자 친화도 엔트로피,가중치가 적용된 원자량의 범위,가중치가 적용된 열전도도 범위,평균 전자 친화도,가중치가 적용된 밀도 범위,가중치가 적용된 기하평균 제1이온화 에너지,기하평균 원자 반지름,기하평균 원자량,평균 열전도도,밀도 표준편차,가중치가 적용된 평균 전자 친화도,가중치가 적용된 기하평균 전자 친화도,가중치가 적용된 원자 반지름 범위,EC
very low,medium,medium,1.555669442,54.11285313,67.66866396,,1081.644132,104.4839804,38.29476949,,4295.076707,91.08943943,79.9218242,13.04216528,Intermediate
high,,very high,12.69556881,-344.0592561,,,1221.710308,143.8502852,78.0811008,-199.0325752,4129.819852,,,-157.3614726,Complex
,low,very low,113.3078909,48.88572241,127.4104909,,,,176.2961211,93.53897975,-12297.40798,84.94460613,151.7291491,,Simple
low,very low,,208.2308199,65,63.63333333,4526,1360.122794,260.0519716,57.09060563,64,,,412.133661,51.77777778,Simple
,very high,high,17.24858553,-145.590267,196.3591543,2532.771371,953.0700708,123.1318763,66.78724948,82.82225848,3105.617921,,93.53039809,48.04822928,Intermediate
low,very low,very low,175.8394986,16.60327528,348.1243439,21802.20003,1842.705163,,,53.66170416,-12996.71931,97.87617397,140.8300244,,Simple
low,,low,5.225749444,58.62457866,65.86831505,2901.252877,,303.3967763,-113.7211579,,152.3013112,91.32452237,147.7863906,-171.723507,Simple
very high,very high,medium,134.6813431,,,2097.600977,921.7219157,299.7405648,275.1888858,126.805316,-3500.799985,109.5237315,222.18913,36.47150664,Intermediate
,very low,very low,69.14052533,240.6282427,57.13800883,-8212.461608,1332.075072,,-221.1693546,191.799377,,57.51101527,279.1053922,72.71050237,Simple
high,,,51.69711984,96.2773464,,23312.14491,710.3699345,145.2288635,62.93192439,108.5752257,14839.28014,-205.7149997,38.70786334,53.33665418,Complex
very low,very low,very low,,-287.9010608,52.77903675,1894.407083,1356.562148,151.6812111,140.4278342,42.11649492,1135.203925,,62.55458531,-156.3546672,Simple
medium,very high,very high,,,,1135.550619,1910.49048,150.5672061,,,3804.086504,104.9709919,82.38215716,379.6161249,Complex
high,,,7.564317698,,318.0843818,1844.872528,965.2318531,149.4854588,51.73812029,109.3457314,5019.200863,87.28342434,,17.48919532,Complex
high,very high,high,,-245.1687377,197.5196223,2066.922846,935.9237512,165.019189,221.7068051,,2860.157612,191.7017125,84.00541733,,Complex
medium,high,medium,189.7916087,57.8395776,79.71416078,,941.6407408,,260.8006097,,-7377.513382,107.381659,377.7803837,-138.1445682,Intermediate
medium,low,,75.14300527,,,,,151.1982159,-76.4760209,116.266227,-10403.61468,202.4930687,,279.3721311,Intermediate
high,high,medium,218.9105384,-227.8653862,63.98956304,,,,62.41637329,129.3992331,17005.72589,106.6064281,73.75321229,-108.9391156,Complex
very high,very high,,18.82864867,,84.55137311,2934.342003,1965.212318,,,,3057.196966,,,-193.8633375,Intermediate
high,low,,,354.1285407,103.7343686,,,141.4380991,,,4662.498554,57.30634196,200.1740434,,Complex
,low,,-173.8838646,38.63106717,257.2383916,5160.996744,789.4119641,194.0793381,100.6228935,,1536.439765,92.01112528,,53.33049981,Simple
high,very high,very high,16.74425758,296.1100228,66.37062928,1555.257884,1325.099737,,,106.5236584,4434.352332,109.6616107,,37.92644862,Intermediate
high,high,very high,24.07356663,,222.4375374,1505.366104,944.3710521,290.6332023,-155.4180555,,,228.2606561,63.8886677,26.21515508,Complex
very low,,,237.9745794,6.006462479,,,1584.127726,,6.574725095,103.4364044,-245.1415315,-163.9261403,164.5675202,1.787255445,Simple
medium,very low,very low,,,351.1327463,-19051.98849,1920.030458,348.3637296,5.136913971,,981.5461941,2.148767852,17.09105372,48.73026001,Simple
,low,medium,24.55439863,,,3122.262726,704.5597375,146.0374077,55.70945106,,4691.563744,-218.9408914,46.1394767,,Complex
high,,,,224.1395305,310.6158556,18030.10924,,298.2070892,,152.76094,4582.63141,,,,Complex
,low,very low,278.8940007,54.97285623,158.3260715,4955.496614,802.1096019,158.4184857,,282.6638116,5083.080538,138.3705147,146.894305,380.010617,Simple
,low,medium,,,45.295,1089.753748,707.3543259,,229.6843158,61.17109667,,-53.88479852,,66.82627939,Complex
medium,very high,very high,34.65527255,107.0666781,,-8827.426598,943.2257671,374.2792824,-86.4083103,,3757.519068,110.8957213,112.8671273,21.82885753,Intermediate
,,high,24.16130435,381.114278,,1249.889253,951.2352064,130.161185,67.51194396,107.24593,3657.787683,111.2299233,,24.84335038,Complex
,high,,,49.48671,,1183.5105,936.1707474,,61.76143739,,,,,54.56161504,Complex
,,,-120.2089266,,393.9405543,4812.357143,579.267027,165.9764626,,85.75,2236.2564,39.89714286,413.5858207,-93.85516252,Intermediate
very low,,very low,73.42490192,230.6496476,,6590.254916,1506.158815,184.692787,-75.91059484,171.6373218,552.2797433,350.7529453,,144.3481249,Simple
low,medium,very low,32.26006562,,69.63872541,2475.274645,853.4534781,361.5547451,-117.4249586,-75.42004789,2751.166404,,72.43299834,50.90702119,Intermediate
,very low,,3.235528151,,65.33788846,4558.509464,,,18.73116896,94.57260508,2532.528156,15.42762306,20.52569048,,Simple
,,low,-1.252235632,48.5263764,22.71067243,,,145.6121129,,,8.02200668,,59.9226181,75.98980785,Simple
low,very low,very low,,63.71003068,75.31860034,21736.37958,2039.289575,235.8665591,137.029755,141.9286632,,1.232106167,20.8854146,78.9346496,Simple
medium,,medium,-77.92733107,426.6094186,90.4075,,954.5164377,121.5058948,65.68635754,110.756645,,107.9132877,,23.75799087,Intermediate
high,very high,,,-367.993965,,-21578.50642,,146.6959679,64.97063558,99.42199221,3574.302885,,,38.67718024,Complex
medium,,medium,,,45.83571429,1803.7712,983.7456993,160.2353101,70.60148274,-54.22733331,-10600.78795,95.80730312,,-127.0620417,Complex
very high,medium,very high,2.425884981,,65.78073275,,1724.859729,147.8176922,179.837698,96.40401499,,61.50661865,46.05730444,65.98525789,Complex
high,very high,high,8.199956545,442.2237449,65.19899541,,,137.2900855,58.2479693,113.3696592,1489.091525,108.2148372,417.4830099,16.90027011,Complex
very low,very low,very low,-0.170029897,8.359976076,209.0525214,,1021.109266,,6.76178475,138.5541031,77.98092359,314.3094763,,1.574440608,Simple
very high,very high,,4.818275559,8.892226922,,2466.0576,875.0357681,,,-250.3531465,1876.654523,347.6069591,142.2964676,65.7954995,Simple
high,medium,,7.195680577,82.13401312,75.88857851,1705.481232,,142.5734678,,-262.1736639,-12325.38504,53.94283163,,30.0911993,Complex
medium,medium,medium,,45.06973942,,2255.876006,,144.7333748,,,-4636.88325,,68.40359182,25.61021727,Complex
low,very low,low,,60.46260605,,4898.58391,,126.8224262,22.89936291,,3580.845946,-0.644589539,54.56867865,26.75294817,Simple
,very high,,,59.48904186,216.1687677,2038.356575,939.743448,146.319816,,,,,91.04849849,201.6966425,Intermediate
very low,low,medium,96.38328543,,60.70767647,-9039.853924,,,-186.1120372,,12815.06832,41.73812781,,67.4248455,Simple
high,,medium,,,,2083.896973,2033.182704,,75.76658159,,,,35.51262381,264.5514016,Complex
low,low,,,16.63910248,,2298.357424,870.2567086,145.8919973,,71.13606972,,34.354259,,44.56567222,Simple
very low,low,low,41.471423,4.94,99.16666667,1794.4,,,115.6166425,8.84,768.9101956,,99.01570404,,Simple
,low,low,48.11804787,32.44919683,59.74391867,,722.8608947,301.7670654,88.59570243,29.95055498,5467.581954,57.88517083,,,Intermediate
,very low,very low,46.56132787,,55.30157298,5371.259224,1658.462929,,,,11106.42243,,,,Simple
medium,very low,low,2.494524987,39.51759845,,4366.332629,,140.8580033,66.06041498,129.5043613,2198.474822,,50.9316917,122.4604375,Simple
medium,low,low,59.18077523,269.7279486,241.8135505,,688.2013491,,80.90129956,232.5613034,,,55.16474897,,Simple
very high,,medium,194.0344568,104.306419,313.9190795,,,357.203051,39.81976377,151.2568972,,63.06546798,372.1984436,47.88802191,Intermediate
,,,-5.295538333,6.016916877,,,791.7827384,145.8247478,188.0312948,,-5934.383437,163.7923148,182.5449452,,Simple
,very high,,38.10426194,,243.0556245,1851.826286,935.5333116,,,105.605316,3291.269886,-245.5000393,103.9292296,,Intermediate
low,low,low,-159.1272746,,,,779.6059049,153.1690785,-119.6764307,47.74533333,,72.63333333,68.22029192,36,Simple
high,,high,-169.4704084,70.72846585,,2623.728171,691.7134335,293.5723224,41.5947132,,13503.64456,70.59542683,36.69572816,-115.4127316,Complex
high,high,,-224.0055652,500.5009462,89.43785244,2684.951999,1859.604141,139.2456687,,,-8820.049972,104.2252899,402.4196281,40.07515498,Complex
high,,very high,-221.2403875,-213.519657,92.3466382,18074.39379,944.5038509,140.0406549,75.41557393,-189.6250297,,103.3522336,,52.04726778,Complex
very high,,high,34.32346183,167.6308769,60.29518864,,708.8840567,,,98.89138332,,339.2655256,52.49404202,,Complex
high,very high,low,8.009456937,,244.2712431,2222.940025,931.7929017,161.3725672,84.07481169,,,285.7097655,,21.74410608,Simple
very high,,high,,33.56428619,67.13666747,2000.891061,1276.508741,268.7038393,73.9743431,25.99959407,3619.247949,-207.1216896,419.5329952,,Intermediate
high,high,,-0.604515242,95.96889673,59.29357582,2134.099689,,172.454357,80.04830049,,3896.648712,106.7700375,68.99434408,-185.6591958,Complex
medium,high,,22.13710177,,336.1574702,-15965.13022,935.9486452,141.0971089,244.3272652,132.5543663,2895.079535,104.4317361,341.0264793,26.07712468,Complex
low,low,high,36.97535688,,63.60909532,3329.855463,,,67.51020602,-153.0624402,-5990.474952,43.89818052,86.32764523,35.92093338,Intermediate
very high,,very low,24.14820184,,66.76618024,3395.215624,,,84.01291699,111.9496353,6801.151482,95.42755108,36.02442074,25.63944328,Complex
very high,very high,medium,17.1615327,110.6084731,58.68021265,,937.9859338,133.6686478,225.2372137,114.4215614,3573.466251,103.9650349,,45.15124743,Intermediate
,,very low,16.4681942,21.69022308,84.16909676,,1736.716454,,-61.04298935,98.36170924,,11.79305277,346.2314099,163.7505543,Simple
,medium,,,-229.4566083,290.0794202,22430.24611,,,361.1549609,10.18443696,3452.487776,148.1326525,68.75634754,18.89491553,Intermediate
,high,very low,-127.4004099,387.4073661,,,1133.891361,,43.90947953,,,,,17.43863216,Simple
,,,257.1949955,92.25073234,197.8186234,2822.796338,934.1956489,,61.30178558,,,106.4248307,90.77784865,,Intermediate
,high,,22.80097152,-117.0205014,64.8,,947.9659913,,80.70460589,99.28951143,-3526.391821,223.0046751,68.55587599,-85.52548976,Complex
,very high,low,7.746008112,-341.1309168,76.29004285,19566.58704,945.2593035,143.7425776,,,3957.557302,,159.833891,,Intermediate
very high,medium,high,148.056117,408.4585368,67.22028042,2652.583334,,102.4042607,,,,208.1305217,40.15789597,,Complex
high,very high,,8.029384663,85.64756001,51.64550376,2126.065909,939.0208512,148.4810641,24.37202568,111.0680255,4006.680895,267.1598085,270.4304958,27.46569457,Complex
high,medium,high,37.59959953,150.4094313,84.7444288,-8972.048782,,151.296395,58.14090678,129.3108573,,247.2815083,35.30719953,47.39619734,Complex
high,very high,very low,-55.25926388,8.644805646,131.4919944,,,85.03223455,,59.1521407,,,,23.60441211,Simple
medium,very high,,-2.605494091,,,2061.413321,,149.2170641,250.5200346,,3750.890239,108.9459798,,22.79454268,Intermediate
high,high,very high,-212.1644143,237.7000914,62.12957756,2506.98539,,353.9702657,45.30273362,,3554.488819,208.8684477,,29.96890145,Complex
very high,high,medium,,,61.72342423,2172.677577,,143.0369839,57.92057238,110.0771675,,,,24.37404077,Intermediate
,,high,31.06976136,12.8476639,345.8444778,3277.171734,,,53.92892567,105.8485207,,74.79785447,,68.72061304,Intermediate
very high,high,very high,,,,-5171.842408,1386.727093,157.4568692,-180.2544392,102.24361,,107.8533386,,28.43231884,Complex
medium,,very high,279.6837135,55.35032755,65.31544267,1569.183511,958.3621584,,57.12558551,138.7931602,14867.018,104.8815532,79.58600011,22.81836105,Complex
,very high,very high,24.89173308,,91.11973467,1564.480997,,269.1578596,57.48100115,114.8543906,4311.999174,104.5424791,77.69686588,,Complex
low,medium,very low,,486.3004956,,4554.130241,1814.499342,,,95.30579131,,-57.62383197,171.1598104,57.21279969,Simple
,high,very high,23.83469587,,65.61234213,19576.26909,947.9141262,,287.9951622,107.315145,,-161.1068035,80.73340056,299.1562433,Complex
very high,high,,23.52951184,-331.955702,,2248.453839,1663.135702,160.3815022,61.67997759,,2993.458636,,91.86081129,63.89833124,Complex
medium,,,238.2949393,91.9339713,101.2988338,1901.93727,1591.941045,140.9487155,-129.523924,164.4501837,7004.341647,,232.4190233,38.10121972,Complex
very low,very low,very low,12.24162648,,345.8489204,4048.89661,,166.5248336,131.3489284,229.3038276,,,,,Simple
very high,,very high,10.02881907,91.16532943,64.25972558,,938.0332176,156.4391359,,95.2396205,1982.733764,108.4454059,94.6795598,,Complex
low,very low,low,26.77422694,459.6419861,,3401.596644,758.55677,157.3379254,324.4748587,35.02768414,-9673.789216,238.4662761,113.7050548,77.94120095,Intermediate
very low,,,242.5313426,1.542195452,59.28318216,1131.258203,582.2063565,197.7839803,80.092332,36.50799679,539.9199557,44.89369598,,235.3023231,Simple
low,,low,50.14273316,,112.9721391,-11095.18784,,174.0959165,,123.1130584,20761.07834,96.4921127,61.4851183,,Simple
,very high,very high,130.7158401,-325.857549,,16372.21739,,104.0268785,247.1722239,97.81698488,10308.9446,61.80737974,,,Complex
very high,,high,17.12839345,179.9355798,220.6921143,4087.706758,696.3672901,153.4692218,49.66760768,88.2815802,3160.255707,57.74184642,290.9965917,69.30842967,Complex
low,low,medium,149.8713193,-326.7769044,,1910.815231,1921.412351,138.3577506,24.3027782,77.48492924,3222.762943,-133.6840908,64.2268356,49.63834905,Intermediate
low,low,medium,,52.10631942,66.00616138,18863.19257,2030.631976,137.6009525,47.63763305,129.3559486,-4737.893693,314.0512487,346.3663296,92.9452004,Intermediate
low,,high,59.85213354,,,,955.4640262,140.3271448,63.91104498,25.12534057,8016.0038,,,25.08779014,Simple
very low,,,27.20083,18.558355,,-18018.51601,843.4721008,240.1759468,-40.99532114,455.5765737,2788.67326,70.191,48.93765524,47.27,Complex
low,,high,,26.755664,88.789933,24514.72522,866.3831732,245.1211737,-115.312126,40.80117948,3212.246984,70.74828384,63.64963177,42.02485637,Intermediate
,high,very low,,28.63732805,,,1530.094991,90.56825635,,,3626.162748,,45.9654376,92.07657289,Simple
medium,low,low,13.47367637,,114.4734986,2666.82365,,288.7612122,87.72106591,52.22012051,6396.715384,139.9375836,,24.43857214,Simple
high,high,medium,20.22196923,,62.09,,940.0996761,139.595299,,111.005316,3084.729342,,348.9101063,36.95692308,Intermediate
high,,low,,77.08926951,324.0521506,26168.87954,925.6730319,,65.6667481,422.6774159,5068.104248,95.92154948,,,Complex
very low,very low,,8.838387944,19.01052693,78.54590716,21430.46439,1230.751808,,,42.14472111,1211.650833,-31.68720687,60.21051422,114.8088389,Simple
high,high,,11.87576305,244.206653,,1464.087807,,,89.69875755,99.39589804,,,,-145.8454524,Complex
very high,medium,high,37.22507857,171.4247743,325.5102481,,,156.899814,64.46331874,108.6710967,-6946.315606,,53.63298573,69.00714286,Complex
medium,high,,24.87707702,52.65189663,376.1112971,12127.03679,949.2646834,133.4253112,,-248.8107309,11087.7272,105.9384463,69.17763246,-217.205302,Intermediate
medium,,very high,,47.59434814,,2024.951316,950.9281107,,59.65827924,98.26180376,-7899.644158,-137.4733485,,258.1747366,Complex
very low,low,very low,,-85.99715258,,-4692.39389,,155.8907554,313.1964309,154.3878543,5703.607822,,,60.14344536,Simple
,medium,low,206.6205448,506.199789,79.35,4648.722947,1117.269534,,,,-11639.50297,-61.96708485,216.5045786,,Simple
,very high,low,17.87819932,,,,717.0793041,,73.64909678,,14635.97423,-166.1235197,93.04208461,,Intermediate
low,low,very low,251.9457675,,176.0269587,16228.00775,698.3689376,146.41553,,243.4555285,-100.9538711,172.4495252,215.0204663,-220.7062666,Simple
very low,low,very low,15.96353871,32.08203076,70.94370413,,1522.507003,189.9658591,,63.81686108,,,41.69740389,-138.7001387,Simple
very low,,,4.313397714,318.1098057,289.2527994,-17088.44592,1058.8394,119.7876412,,269.2536312,53.62457654,,234.5389219,-2.048647373,Simple
medium,very high,low,,-281.2015413,,11061.02337,1965.85877,131.7290221,72.74686486,,-8097.870329,91.32405001,47.22858875,45.71110286,Intermediate
,very high,high,,58.46191395,188.7230715,1557.655203,,145.745702,64.90358669,-167.073446,16100.19057,,107.1292254,28.00577605,Intermediate
,high,low,,70.57937959,63.64431882,2111.86299,939.1737201,134.2607271,62.43646145,,5160.665771,88.04991287,,31.69726958,Intermediate
,low,medium,-1.232824927,58.71267015,,1969.999446,1225.5046,141.1054622,328.44636,-90.43792737,,-189.406092,232.6115285,,Simple
low,very low,very low,-107.2461905,18,53.9,,690.9922157,256.3220258,,225.6896406,,50.13333333,399.8621803,86.66666667,Simple
,high,high,207.9038758,,,2576.721469,800.5952759,,,100.6800234,4588.676623,92.5184849,36.3854205,53.62676537,Complex
low,,very low,271.2720199,,188.8635217,15833.44736,797.8542642,,185.0552918,88.71135336,,,148.0780644,80.15701682,Simple
,very low,,,,318.0278456,2458.862068,934.0202842,348.448675,59.1142418,,,-26.15551384,,57.32230049,Simple
,low,high,-0.738025273,32.88367064,38.17042135,2452.955662,,376.3460284,8.342574334,77.07389551,,308.1462294,388.8526725,,Simple
medium,very low,very low,30.61827861,-333.487704,79.56684328,,747.1649627,,44.71102721,205.4378247,15533.91776,-184.7363403,,62.07009199,Simple
,low,very low,,12.42696162,67.98594197,,,,182.3883305,93.11020665,,,154.6029926,-237.9325929,Simple
high,very high,high,14.67166476,70.57416353,,,927.1978732,153.7655606,,,13419.59935,100.275705,61.63424131,27.84284361,Complex
,,very low,49.25151245,-1.399761455,91.53457933,6575.889306,679.0484021,,-182.469824,94.00345051,-9763.43936,56.41194497,151.8195769,173.6186004,Simple
,very low,,,,49.28529062,-9469.625785,772.6473137,,123.8972694,294.7218305,-217.125988,90.77340456,,-105.4120052,Simple
medium,very high,,24.41051355,-370.9091897,,,1763.478825,126.5266418,,143.4846125,9987.614453,405.4248668,,,Complex
medium,very low,very low,,,30.44225603,1097.315492,,,,99.36413523,,,,38.37083674,Simple
,,,,-314.0216963,,4102.639775,630.0110313,155.6098825,,-195.1891657,,,203.0056797,65.02319754,Simple
medium,,very high,24.25648141,77.96914797,201.3730614,1982.97176,,294.5250747,,109.4273151,,94.62528122,63.55992715,34.17533256,Complex
very high,high,high,,439.9338543,,21335.83303,1850.954924,,70.56064655,214.0010723,,109.1980695,86.70995275,,Intermediate
,low,,20.96923077,,103.8333333,,842.0219968,,86.06708185,,4194.313611,,,322.4001889,Simple
high,very high,very high,,-248.9451558,41.87178265,,1979.888197,321.9497965,,-234.2503877,2903.867405,104.8307876,,27.14337422,Complex
low,low,low,24.57066667,55.49066667,103.8333333,3356,,136.5414545,,,4194.313611,139.2666667,255.6530211,65.73333333,Simple
medium,very low,,-1.062174341,30.02615348,,4108.624444,788.0732162,142.7922372,,,441.9098969,8.092585011,,,Simple
,very low,,53.47749203,36.44973643,66.06157279,,,195.5373641,,,6320.357756,97.89599031,,64.10196155,Simple
very low,medium,very high,43.91034525,,58.57448647,,,140.4629012,-119.438019,36.85997302,,62.24141528,50.64931396,54.08577225,Complex
medium,,high,19.65859599,57.29143433,73.986,1282.852805,1840.963099,147.8880166,71.43801289,92.205316,,,98.86708161,29.39111748,Intermediate
medium,very high,high,12.10232047,,247.4548667,-6790.962458,,150.6516273,59.43571222,-204.1572565,3008.509426,107.1054266,,,Intermediate
medium,very high,medium,35.11861429,,91.35,1851.826286,935.5286524,127.6180332,67.32755529,107.006645,19241.76835,369.9751591,103.9473207,50.47857143,Intermediate
very high,medium,high,6.857466104,141.2048786,61.56502237,-19044.9567,,,54.16728989,108.5249213,3271.557665,-39.58565647,89.88267727,-207.8170153,Intermediate
low,very low,medium,264.6088552,26.83907041,,,,,63.89934334,48.10703424,454.3996133,34.86746201,326.470919,50.57893828,Simple
,high,very high,-3.596170318,48.2394636,,1993.695308,,243.4487234,67.5988459,,3806.578782,105.4947913,,30.8184044,Complex
high,very high,high,30.44421176,57.23175702,63.78666667,1373.118182,1694.111483,,318.6883909,-133.1986151,3130.908021,111.821519,287.0796518,-200.7711691,Complex
very low,low,,,,142.05,,809.886632,,,268.0287441,1875.5,149.8285714,138.9935503,,Simple
very low,,very low,-139.518747,,38.19361512,6009.406007,602.1067872,141.070715,60.45547258,344.8931546,,34.80218278,72.8584905,,Simple
,,very low,176.9871701,19.10145126,228.2355189,,1141.485996,104.2513888,19.69052153,,,-234.0191688,,-195.1748791,Simple
,,low,,435.7533497,43.8,4570.519575,,274.5356297,,35.33333333,-9266.307925,,43.82480887,,Simple
very low,,low,61.85610309,30.49485778,110.3,18692.80088,,140.6476793,,,,410.3705381,,66.17313003,Simple
low,,low,,82.024624,274.2359055,2123.772095,,,,87.52667118,13633.3499,153.1155708,125.0991563,,Simple
low,medium,medium,14.10880289,170.9087502,60.9811325,-14918.31525,1854.913621,98.16313656,22.90411747,-232.5744402,,58.57077101,,-112.5320553,Complex
,,medium,,,402.9154554,3705.511388,938.054355,154.450553,57.98068034,125.6889889,,,,,Intermediate
,,medium,143.8569795,-354.5963527,64.28857216,,,,60.07162127,111.8732887,3257.109023,108.0141229,91.07624685,25.44990426,Intermediate
high,very high,low,22.60806806,52.52025001,,-11451.07446,,343.7085512,57.78127552,,,364.5392872,221.0816791,50.84090016,Complex
high,high,medium,,,,2477.084092,969.7151322,196.6490564,,60.8742058,4106.479929,106.9039522,79.0788874,21.08214775,Intermediate
,very low,very low,19.11213137,411.5449776,73.63325477,10607.83175,670.1007964,,46.936335,97.65670853,,53.53119529,60.74124636,108.7125441,Simple
very high,,very high,28.18051002,126.8307653,225.8158981,,,154.7171084,41.57093749,136.2082574,3373.026696,,,,Complex
,low,very high,138.0157507,144.3772244,341.8709896,3395.516591,,376.313186,87.52105188,128.9551064,,55.72694883,45.20511734,-264.9534483,Complex
low,very low,low,50.5183958,247.7411636,74.65576109,4258.420868,,201.8338792,129.4720017,66.75637438,5805.328685,197.0157703,101.6279482,,Simple
high,,very low,271.9898028,,,,780.4817264,,55.79088186,90.95100149,13911.2831,,,-106.5769773,Simple
very low,,very low,2.835770697,21.14848296,43.34166357,,,157.4813004,,97.55070718,2125.598798,,73.17906599,120.5446606,Simple
very low,very low,very low,,13.6,407.4311262,4657.6,672.8378645,,,,,-227.7737652,322.5451876,-75.38727466,Simple
medium,,,25.38289333,53.31915733,,,911.4332664,342.7110002,-166.733468,,,97.69973333,323.681408,,Complex
low,,low,135.1697297,,133.9002937,,1381.417064,106.5982598,31.63614442,18.2181296,3719.488377,135.8891107,131.4175227,,Simple
medium,very low,,20.12624557,,191.1416063,,,179.9512391,-204.6234517,366.5960567,,,398.0604272,-268.4985953,Simple
medium,low,low,-1.976383266,71.3128711,143.8595741,-7916.79894,930.033453,,5.988372573,,-13877.77997,135.839811,78.725249,19.55194158,Simple
very high,very high,very high,,,,18057.46888,,,256.7293017,113.5526807,12435.45463,109.5890855,,21.95509248,Intermediate
very high,high,high,23.91788994,,,17870.23616,,149.8111089,-101.8981888,96.33497569,3231.646847,,90.06594128,40.23550835,Intermediate
low,very low,very low,15.09667961,398.4920289,,1871.948648,,138.1389483,,106.7866919,1821.521663,6.875262484,349.090318,,Simple
,high,,154.1305016,97.04270217,56.625,,1265.532551,,-233.3453675,397.1457445,3033.522189,107.296726,78.67556915,28.99510437,Complex
,high,,253.1761213,,391.0750131,,1838.393617,,49.00938059,,4435.656546,105.7232146,67.20138636,,Complex
medium,very low,,,62.54215429,158.5634967,,875.8463453,,,55.98860636,,130.5900167,,180.2786033,Simple
low,,medium,,,,,853.225434,367.3928298,-133.8977871,38.26460609,3690.833882,70.10846958,,55.10091461,Intermediate
very high,low,,207.8598171,-351.462227,,,,,78.63510199,126.1735315,3650.023199,54.05628156,,-132.5597961,Intermediate
low,very low,low,15.58242857,,44.7,1783,,148.9707313,-157.636034,-274.509555,20523.31156,39.36142857,,53.57142857,Simple
,low,,30.46517333,-229.9365311,,,1328.489619,339.4424482,-126.3637289,132.8739416,20666.55281,342.9488176,21.16111521,41.77705409,Simple
very low,,low,2.883801369,86.14215873,,2400.679566,,187.086556,122.6256112,283.2089957,,175.2718913,,,Simple
,very low,very low,0.489119229,,316.7122799,1109.108654,779.3949249,112.316517,16.20991533,,361,19.60809934,,12.34378457,Simple
medium,high,high,,,,1128.618025,,141.0363243,,,4055.860693,,,25.6025192,Complex
low,,high,,-265.4065709,91.65,4461.529412,782.5089061,181.3573166,134.7674842,61,6502.198796,101.18,300.4602361,91.70588235,Intermediate
,,very low,-62.25518034,389.5263799,50.29944488,,664.309782,160.956909,,40.67062784,330.3670384,95.77077897,178.386238,-160.2384194,Simple
,high,high,156.8297307,71.95286335,,,,157.0681678,65.19977405,98.75859339,,280.6828773,72.93677198,252.7339126,Complex
very high,,,,,65.84394924,1338.489784,944.1410702,176.4475989,64.64280003,-71.07941041,3257.222968,106.9801498,95.48776022,32.64292027,Complex
high,high,high,,-383.7817837,66.47379853,2257.203534,937.1268939,147.3152729,58.87756537,,,-89.10825701,296.4428999,30.2006527,Intermediate
low,low,low,-0.429047029,,,,783.8070947,141.9865144,189.0555226,,6557.979652,-65.9617507,59.63525686,87.99347361,Simple
low,,,,,69.61120883,13384.0632,,,50.4042548,,625.6231632,-150.0678892,,-98.04557637,Simple
very low,very low,very low,-145.2899806,-0.065102885,150.8413361,-10609.23862,1204.665789,88.75218414,,,447.9478616,148.0935295,132.1710201,159.1554377,Simple
low,medium,very low,,15.6204709,40.02131715,2573.591759,887.9057971,282.6682615,174.6626702,35.72221818,1534.988364,65.23570038,,-284.7332681,Simple
very low,,,-2.97771928,,231.321749,,1069.790512,,0.011815219,47.40709653,382.8287665,-121.9678251,158.9679496,,Simple
,low,low,,55,90.93333333,,,285.2088252,299.3920074,,,77.26666667,,,Simple
very high,very high,very high,1.903965187,92.9384571,64.97698442,2185.986921,945.7523163,,,-239.9057169,2064.801851,-241.1468059,93.53887605,35.72317404,Intermediate
very low,very low,very low,62.90324071,,293.6158671,,,179.8065415,,106.4858709,,74.31867147,,,Simple
,,very high,6.496677193,127.58584,89.29591381,2937.349237,1586.991366,342.358748,,87.64057877,3579.689093,106.8629751,231.1174342,35.87649459,Complex
,very low,,,44.76113692,66.34699554,2491.295447,684.189602,195.3710091,91.78518486,64.91817474,20827.17735,44.36248476,90.90879359,-227.3440586,Simple
,,very high,,20.5666869,261.6185455,1849.506953,890.0953825,,59.11961044,110.884141,,-85.50625339,126.3058799,,Complex
very low,very low,low,64.71932652,19.33348498,71.74891826,-7091.250284,696.5019479,,68.28685716,74.88051329,2237.98221,-153.7168936,70.59684107,93.63967226,Simple
medium,high,very high,-51.18733376,471.140682,241.8466709,,1689.197082,240.8923944,,,4199.183369,,82.9542174,21.7614501,Complex
very low,very low,very low,77.14058569,4.389669643,,23262.94794,715.7625318,189.0849853,88.74996564,36.3445665,2291.970925,90.0696326,,195.3009577,Simple
,medium,very high,6.636031023,84.32370108,65.27192838,2263.578837,,161.099264,,99.35928177,7252.172726,107.2901131,92.94212982,,Complex
very low,low,medium,30.97752973,23.92446115,,5142.525282,851.3048373,193.5668518,,-177.0164696,,,67.61079722,43.69001697,Intermediate
,high,medium,154.749111,94.88539447,62.39868726,,947.8125031,138.9887912,,113.8400304,4287.927403,,107.2869901,47.21743624,Intermediate
very high,very high,medium,272.713003,90.92747267,70.8269094,25613.76825,940.3335292,144.7404962,,148.0845813,3130.523813,108.7580813,90.20009548,30.93626586,Intermediate
,very low,very low,-121.3213449,109.0970671,,,1081.093467,,314.9701194,106.6626473,-15.53546665,-82.30577772,248.1030057,60.50262837,Simple
